product_id,promo_density_total,promo_density_natural_clean,promo_density_clinical_premium,abstractness_ratio,semantic_gap_coarse,skepticism_ratio,value_complaint_ratio,negative_repurchase_ratio,scenario_entropy,attenuation_index_exploratory,mean_reviews_per_active_month,brand,product_name,spf_value,mineral_or_chemical,review_count,first_review_date,last_review_date,review_span_months,matched_terms
B07SG7ND5C,9.756097560975611,3.658536585365854,0.0,0.3,0.7851174929124695,0.006350208952904713,0.0012809436079876313,0.002057613168724278,0.12521039920373292,0.17769762203930278,9.25925925925926,Sun Bum,Sun Bum Tinted Lip Balm Bon Fire | SPF 15 | UVA / UVB Broad Spectrum Protection | Sensitive Skin Safe | Paraben Free | Ozybenzone Free | 0.15 Oz,15.0,,781,2018-07-28,2023-08-17,60.6,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B09Q3VGBF1,4.545454545454546,2.097902097902098,0.0,0.125,0.7679978275813407,0.01527162169605943,0.0027842867916397316,0.0016238956056730991,0.14126640670097682,0.17743025076795066,4.901960784313726,Physicians Formula,"Physicians Formula Super CC+ Cream Foundation SPF 30, Light Medium, Dermatologist Approved, Color-Correction and Care All-Over Blur CC Cream",30.0,mineral,869,2014-04-22,2023-08-11,111.6,spf; uva; uvb
B000052YQ2,7.246376811594203,2.4154589371980677,0.0,0.1176470588235294,0.8198278826504254,0.04896537779941827,0.00040849673202614315,0.0002801120448179265,0.19045165752585352,0.17677143402886578,4.901960784313726,Olay,"Face Moisturizer by Olay, Complete All Day Moisturizer With Sunscreen Broad Spectrum SPF 15 - Sensitive, 4 fl. Oz, 1 unit",15.0,mineral,786,2005-06-18,2023-08-07,217.6,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B00008MNZH,19.090909090909093,7.272727272727272,0.9090909090909092,0.1428571428571428,0.813985702738385,0.07515647084125823,0.0009768009768009761,0.0003401360544217686,0.23056958063018965,0.17676225938414522,4.761904761904762,Eucerin,"Eucerin Daily Protection Face Lotion - Broad Spectrum SPF 30 - Moisturizes and Protects Sensitive, Dry Skin - 4 fl. oz. Pump Bottle",30.0,mineral,1773,2005-02-20,2023-08-28,222.2,spf; broad spectrum; sun protection; uva; uvb; zinc oxide; titanium dioxide
B07ZQBGRJX,5.9259259259259265,5.555555555555555,0.0,0.7142857142857143,0.7622654070043953,0.02301049188300271,0.0011036458095281625,0.0009164624549239932,0.15600235503852591,0.17620770362330868,4.273504273504273,Physicians Formula,Physicians Formula Organic Wear Natural Tinted Moisturizer SPF 15 Light/Natural,15.0,,715,2010-01-12,2023-01-02,155.7,spf
B09Q3WZHB6,10.20408163265306,6.122448979591836,2.0408163265306123,0.0,0.8878380745764969,0.011457225057020681,0.0007977207977207969,0.0,0.13964189684479866,0.17570821834757666,5.05050505050505,Physicians Formula,"Physicians Formula Mineral Wear Talc-Free Mineral Airbrushing Pressed Powder SPF 30 Translucent | Dermatologist Tested, Clinicially Tested",30.0,mineral,1081,2012-03-16,2023-07-13,135.9,spf
B01NCWV3KM,3.8461538461538467,0.0,0.0,0.0,0.8880199504466857,0.054942931865984784,0.0006574527991767541,0.0008951258951258933,0.20590115056613395,0.1756907941201443,6.756756756756757,,"La Roche-Posay Toleriane Double Repair UV SPF Moisturizer for Face, Daily Facial Moisturizer with Sunscreen SPF 30, Niacinamide and Glycerin, Oil Free, Moisturizing Sun Protection",30.0,chemical,1459,2017-02-14,2023-08-12,77.9,sunscreen; spf; sun protection
B09V26RGC7,3.571428571428571,2.976190476190476,0.0,0.1818181818181818,0.7589624436528699,0.11708549376033717,0.00043980508461382716,0.0016666037907867965,0.304801430013258,0.17469196434429968,6.172839506172839,Etude House,"ETUDE HOUSE Sunprise Mild Airy Finish Sun Milk SPF50+ / PA++++ | Sebum-free, Non-Sticky, Long Lasting Protection, 100% Mineral Based Sunscreen | Kbeauty",50.0,mineral,2581,2015-06-21,2023-08-23,98.1,sunscreen; spf; sun protection
B00J5KDCO2,6.666666666666667,3.3333333333333335,0.0,0.0,0.900628423717182,0.033797426950557014,0.002930402930402929,0.0006410256410256404,0.18552272719105853,0.1739275397898125,4.8076923076923075,,"EltaMD UV Daily Tinted Sunscreen with Zinc Oxide, SPF 40 Face Sunscreen Moisturizer, Helps Hydrate Skin and Decrease Wrinkles, Lightweight Face Sunscreen, Absorbs Into Skin Quickly, 1.7 oz Pump",40.0,mineral,2381,2014-05-22,2023-08-28,111.2,sunscreen; spf; sun protection; uva; uvb; zinc oxide
B0C69TMNNS,10.0,6.666666666666667,0.0,0.0,0.9384893480932004,0.046742620065954185,0.0015112742916481225,0.0008496176720475785,0.20368057665101633,0.1738768936805069,4.672897196261682,,La Roche-Posay Anthelios Tinted Sunscreen SPF 50 | Ultra-Light Fluid Mineral Sunscreen for Face with Titanium Dioxide | Sensitive-Skin Tested | Oil-Free | Travel Size Sunscreen 1.7 Fl Oz,50.0,mineral,1878,2012-11-15,2023-08-28,129.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb; titanium dioxide
B0BTTSFGLS,4.201680672268908,0.8403361344537815,0.0,0.0833333333333333,0.7895706221369562,0.04283521379910585,0.0016571271716088768,0.0,0.2036075414081244,0.17254333765100907,6.097560975609756,Alba Botanica,"Alba Botanica Sunscreen for Face and Body, Hawaiian Coconut Sunscreen Spray, Broad Spectrum SPF 30 Sunscreen, Water Resistant and Biodegradable, 5 fl. oz. Bottle",30.0,mineral,862,2015-06-02,2023-08-12,98.3,sunscreen; spf; broad spectrum; sun protection
B09KP64LQB,5.555555555555555,1.4814814814814816,0.0,0.2,0.7487550134035396,0.026879741617042627,0.0007863724968988118,0.0,0.18215831609238373,0.17182885239086074,6.578947368421052,Neutrogena,"Neutrogena Healthy Skin Anti-Aging Perfector Tinted Facial Moisturizer and Retinol Treatment with Broad Spectrum SPF 20 Sunscreen with Titanium Dioxide, 20 Fair to Light, 1 fl. oz",20.0,mixed,1051,2016-01-07,2023-08-26,91.6,sunscreen; spf; broad spectrum; uva; uvb; titanium dioxide
B09KL2Q9TX,0.9009009009009008,0.0,0.4504504504504504,0.0,0.7914011504515905,0.010023959126952559,0.0008078231292517,0.0008333333333333324,0.16033638330637673,0.17135020019245667,6.25,DC DERMACOL,"Dermacol - Full Coverage Foundation, Liquid Makeup Matte Foundation with SPF 30, Waterproof Foundation for Oily Skin, Acne, & Under Eye Bags, Long-Lasting Makeup Products, 30g, Shade 208",30.0,,1192,2015-02-13,2023-08-20,102.2,spf
B006L2137U,4.519774011299435,0.847457627118644,0.0,0.0588235294117647,0.7516634078725193,0.07574691840206874,0.0008006198347107433,0.002250978686385384,0.26473598676819965,0.1705397777972547,5.681818181818182,Cetaphil,"Cetaphil Dermacontrol Facial Moisturizer for Acne-Prone Skin with Suncreen SPF 30, 4 Fluid (Packaging May Vary) Ounce",30.0,chemical,1102,2012-03-31,2022-12-24,128.8,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B093C28CWW,3.153153153153153,2.2522522522522523,0.0,0.4,0.6834183104226913,0.018330112317213248,0.00019432568985619877,0.0006024096385542169,0.19237567216224755,0.16722308309481707,6.024096385542169,Burt's Bees,"Burt's Bees BB Cream with SPF 15, Medium, 1.7 Oz (Package May Vary)",15.0,mineral,1078,2015-12-26,2023-06-01,89.2,sunscreen; spf; zinc oxide
B00K3JQO9Y,9.465020576131687,4.938271604938271,0.41152263374485604,0.4444444444444444,0.7473187830946281,0.03375340763327211,0.0024205516485178457,0.0006333182093163937,0.21967959947778726,0.16695356985888274,5.208333333333333,THINK,"Thinksport SPF 50+ Mineral Sunscreen – Safe, Natural Sunblock for Sports & Active Use - Water Resistant Sun Cream –UVA/UVB Sun Protection – Vegan, Reef Friendly Sun Lotion, 6oz",50.0,mixed,832,2014-07-27,2023-07-16,107.6,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb
B007SNM6OK,5.964214711729622,2.982107355864811,0.3976143141153081,0.4166666666666667,0.6616940786848812,0.03516420046539891,0.003030263387406244,0.001159951159951159,0.22659753399580704,0.1662773069772976,4.761904761904762,THINK,"Thinksport SPF 50+ Mineral Sunscreen – Safe, Natural Sunblock for Sports & Active Use - Water Resistant Sun Cream –UVA/UVB Sun Protection – Vegan, Reef Friendly Sun Lotion, 3oz",50.0,mixed,701,2013-06-28,2023-07-09,120.3,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B00FLRHYCE,6.382978723404255,0.7092198581560284,0.7092198581560284,0.0,0.7434386765031029,0.07085831033339884,0.0,0.00022614201718679255,0.2769988052833713,0.16591426754764207,7.462686567164179,Hawaiian Tropic,"Hawaiian Tropic Weightless Hydration Lotion Sunscreen for Face SPF 30, 1.7oz | Travel Size Sunscreen, Oil Free Face Sunscreen, Sunblock Face, Mini Sunscreen SPF 30, 1.7oz",30.0,chemical,724,2014-05-15,2023-08-17,111.1,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb
B0C5JVD54M,7.926829268292683,5.487804878048781,0.0,0.4,0.7715784235177343,0.029472476659493735,0.00023975065931431235,0.001989509857117019,0.22595327718132635,0.16420840269069065,5.154639175257732,Brush On Block,"Brush On Block Mineral Sunscreen Powder, Refillable Broad-Spectrum SPF 50, Safe for Sensitive Skin, UVA UVB Face Protection, Natural, Reef Friendly (Translucent)",50.0,mixed,714,2014-07-02,2023-08-10,109.3,sunscreen; sunblock; spf; sun protection; uva; uvb; zinc oxide; titanium dioxide
B0872HDGFZ,4.375,3.125,0.0,0.6,0.7791673017838227,0.006091806712304956,0.002657323073202088,0.0020826522828811143,0.20030820502624933,0.16295089484746242,7.246376811594203,bareMinerals,"Barepro Performance Wear Liquid Broad Spectrum Foundation SPF 20,",20.0,mineral,798,2014-11-11,2023-08-15,105.1,spf; broad spectrum
B0CGMHHVGS,7.231920199501247,1.4962593516209477,0.0,0.1428571428571428,0.6829109062224954,0.08120832328928414,0.0002308935580697295,0.0015970137766489639,0.3157781466724424,0.1616638444859764,8.19672131147541,CeraVe,CeraVe Moisturizing Lotion SPF 30| Sunscreen and Face Moisturizer with Hyaluronic Acid & Ceramides | Oil Free | 1.7 Ounce,30.0,,873,2018-02-18,2023-09-03,66.5,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B007KA7V5U,7.924528301886792,1.1320754716981132,0.7547169811320755,0.0,0.775156499927019,0.018716356958848678,0.004724665141331807,0.0001388888888888889,0.23984914912689972,0.1588609657698298,5.555555555555555,Neutrogena,"Neutrogena Wet Skin Kids Water Resistant Sunscreen Stick for Face and Body, Broad Spectrum SPF 70, 0.47 oz",70.0,,1076,2013-04-12,2023-07-20,123.2,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B007SAC6XE,6.782945736434108,3.488372093023256,0.1937984496124031,0.2666666666666666,0.7011518583111899,0.039510973808583344,0.0005716367656666152,0.0,0.26896362213942904,0.1582034769061058,5.05050505050505,Thinksport,"Thinksport Kids SPF 50+ Mineral Sunscreen Safe, Natural Sunblock for Children - Water Resistant Sun Cream Broad Spectrum UVA/UVB Sun Protection Vegan, Reef Friendly Sun Lotion, 3oz",50.0,mixed,784,2012-06-26,2023-07-04,132.2,sunscreen; sunblock; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B00E9OXJUQ,2.4096385542168677,1.2048192771084338,0.0,0.5,0.855762815607587,0.07964975493627754,0.00022222222222222223,0.0004691358024691356,0.33382632248454014,0.15730250149014807,5.555555555555555,MISSHA,Missha All Around Safe Block Soft Finish Sun Milk EX SPF50+/PA+++ (70ml),50.0,,741,2015-03-26,2023-08-20,100.8,spf; sun protection
B07PDHPJ5N,6.145251396648044,5.027932960893855,0.0,0.4444444444444444,0.6918276308365928,0.04500580786483036,0.0007936507936507937,0.001763668430335097,0.2899912141432616,0.15614282933679324,7.936507936507937,Beauty by Earth,"Tinted Sunscreen for Face - SPF 20 With Natural & Organic Ingredients Broad Spectrum Sunblock Lotion, Tinted Moisturizer Zinc Oxide Sunscreen Face for Skincare, Facial Sunscreen (Toffee)",20.0,mineral,688,2017-10-10,2023-07-11,69.0,sunscreen; sunblock; spf; broad spectrum; sun protection; zinc oxide; reef safe
B07KL7HPXV,9.226932668329177,6.733167082294264,0.0,0.28,0.6931085230818534,0.09385771306834956,0.000714285714285714,0.010970625798212003,0.3766612252175203,0.15574629675512522,10.0,CeraVe,"CeraVe 100% Mineral Sunscreen SPF 30 | Face Sunscreen with Zinc Oxide & Titanium Dioxide for Sensitive Skin | With Hyaluronic Acid, Niacinamide, and Ceramides | 2.5 oz",30.0,mixed,1094,2019-03-16,2023-08-28,53.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide; titanium dioxide
B003AVNK0S,7.239819004524887,2.7149321266968327,0.0,0.0,0.7547767137050944,0.029805076123535723,0.0010395010395010391,0.0,0.28521748647695677,0.15215790080154462,6.756756756756757,BLUE LIZARD,Broad Spectrum,30.0,mixed,865,2010-12-02,2023-07-08,151.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B0B6WRX48T,3.92156862745098,1.568627450980392,0.392156862745098,0.25,0.6570846131681861,0.01110037798984429,0.00194314971560921,0.0025251435489864623,0.263315750350415,0.15178403664301918,12.5,L'Oreal Paris,"L'Oréal Paris Age Perfect Radiant Serum Foundation with SPF 50, Cream Beige, 1 Ounce",50.0,,1185,2019-12-17,2023-08-23,44.2,spf
B07QGG5MV2,9.226932668329177,6.733167082294264,0.0,0.28,0.7076512303573893,0.09859753920520045,0.0016398433859915853,0.002626278149022094,0.42164051767367705,0.14631768861057812,10.638297872340425,CeraVe,"CeraVe 100% Mineral Sunscreen SPF 50 | Face Sunscreen with Zinc Oxide & Titanium Dioxide for Sensitive Skin | With Hyaluronic Acid, Niacinamide, and Ceramides | 2.5 oz",50.0,mixed,1602,2019-03-08,2023-08-31,53.8,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide; titanium dioxide
B0CH6RQX8P,6.2761506276150625,1.2552301255230125,0.0,0.1666666666666666,0.7171554432423723,0.037026035320241145,0.003919860627177698,0.0017197332279532806,0.3340507409502181,0.14570756086981146,12.195121951219512,DRMTLGY,DRMTLGY Tinted Moisturizer with SPF 46. Universal Tint. All-In-One Face Sunscreen and Foundation with Broad Spectrum Protection Against UVA and UVB Rays. 1.7 oz,46.0,,3199,2019-05-28,2023-08-29,51.1,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B07GDT961B,9.13978494623656,2.1505376344086025,0.0,0.0769230769230769,0.7731998139117325,0.05093276686755247,0.0017852022162366964,0.0,0.356592595947588,0.14440761142480726,8.928571428571429,Cetaphil,"CETAPHIL DERMACONTROL Oil Absorbing Moisturizer with SPF 30 , For Sensitive, Oily Skin , 4 fl oz , Absorbs Oil, Reduces Shine, Hydrates, Protects , No Added Fragrance",30.0,chemical,918,2018-09-17,2023-08-28,59.3,spf; broad spectrum; sun protection; uva; uvb
B07KGL1YZL,3.1055900621118013,2.7950310559006213,0.0,0.23076923076923073,0.6783562887348726,0.03182362428122146,0.0013879229717739027,0.0005532706619663135,0.33387534830345916,0.14325731603210964,6.756756756756757,Beauty by Earth,"Mineral Sunscreen SPF 25 - Zinc Oxide Sunscreen, Baby Sunscreen, Kids Sunscreen, Reef Friendly Sunscreen, Sun Screen With Natural Sunscreen & Organic Sunscreen Lotion Ingredients, Zinc Sunscreen Kids",25.0,mixed,817,2014-08-02,2023-08-21,108.6,sunscreen; sun screen; sunblock; spf; sun protection; zinc oxide
B00C8FVZZY,9.090909090909092,6.0606060606060606,0.0,0.0,0.8842009467844281,0.04130151859378662,0.0006901311249137334,0.000337040781934613,0.3483814365510906,0.1429709612446299,7.246376811594203,,"EltaMD UV Physical Tinted Face Sunscreen, SPF 41 Tinted Mineral Sunscreen with Zinc Oxide, Water Resistant up to 40 Minutes, Protects Extra Sensitive and Post Procedure Skin, Oil Free, 3.0 oz Tube",41.0,mineral,1746,2017-05-11,2023-08-12,75.0,sunscreen; spf; sun protection; uva; uvb; zinc oxide; titanium dioxide
B0CDYV161L,8.846153846153847,4.230769230769231,0.0,0.11111111111111112,0.730616936896766,0.08366296777770131,0.00032237266279819363,0.00398287493513233,0.418614585462699,0.1424522851402532,10.638297872340425,Coppertone,"Coppertone Pure and Simple Sunscreen Lotion, SPF 50 Broad Spectrum Sunscreen with Zinc Oxide, 6 Oz, Pack of 2",50.0,mixed,692,2019-04-11,2023-08-25,52.5,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B088MSY15Q,8.333333333333332,4.166666666666666,0.0,0.1666666666666666,0.7115880502376238,0.06926260261301266,0.0,0.0,0.39265224087173145,0.14224833260955747,7.352941176470588,Australian Gold,"Australian Gold Botanical Sunscreen Mineral Lotion w/ Bonus 1oz Lotion SPF 50, 5 Ounce | Broad Spectrum | Water Resistant",50.0,mixed,3572,2017-02-21,2023-09-04,78.4,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide; titanium dioxide
B07QM2C61T,8.300395256916996,3.557312252964427,0.0,0.0,0.7524224154969847,0.06486247997287484,0.00039682539682539525,0.0006969881969881928,0.40552104071364864,0.1386279892475861,11.904761904761905,BLUE LIZARD,"Blue Lizard SENSITIVE Mineral Sunscreen with Zinc Oxide, SPF 30+, Water Resistant, UVA/UVB Protection with Smart Bottle Technology - Fragrance Free, 8.75 oz.",30.0,mixed,857,2019-07-03,2023-09-01,50.0,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide
B09M16VNYN,2.413793103448276,0.3448275862068966,0.0,0.0,0.6575516907299562,0.07904596633517978,0.0017796650360662146,0.000555709919422059,0.4489894949928716,0.13449973464085166,8.19672131147541,Sun Bum,Sun Bum Original SPF 70 Sunscreen Face Lotion | Vegan and Hawaii 104 Reef Act Compliant (Octinoxate & Oxybenzone Free) Broad Spectrum Fragrance-Free Moisturizing UVA/UVB Sunscreen with Vitamin E|3oz,70.0,chemical,781,2018-04-04,2023-09-04,65.0,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0BXBBMVZ3,5.161290322580645,0.6451612903225806,0.0,0.2,0.7499948568145588,0.07296564659895621,0.004059488979726111,0.0,0.47535941716006386,0.1278326827926056,17.857142857142858,Supergoop!,"Supergoop! Unseen Sunscreen - SPF 40 - .5 fl oz - Invisible, Broad Spectrum Face Sunscreen - Weightless, Scentless, and Oil Free - For All Skin Types and Skin Tones",40.0,chemical,1165,2020-11-27,2023-09-04,33.2,sunscreen; spf; broad spectrum; sun protection; uva; uvb
B0BSTY3KN9,9.97067448680352,6.158357771260997,0.0,0.22222222222222224,0.6727311619639641,0.06829016692932914,0.0005942334739803075,0.0014803685897435877,0.4883579315313259,0.1233341142884645,12.5,CeraVe,CeraVe Tinted Sunscreen with SPF 30 | Hydrating Mineral Sunscreen With Zinc Oxide & Titanium Dioxide | Sheer Tint for Healthy Glow | 1.7 Fluid Ounce,30.0,mixed,3568,2019-12-19,2023-08-30,44.3,sunscreen; spf; sun protection; uva; uvb; zinc oxide; titanium dioxide
B094TT8FVG,9.80392156862745,6.162464985994398,0.0,0.08,0.5494573686847712,0.12336373236144171,0.001839204740631693,0.0007155952866157036,0.6233160831082069,0.11298460309360296,17.857142857142858,Cetaphil,"CETAPHIL Sheer Mineral Sunscreen Lotion for Face & Body, 3 fl oz, 100% Mineral Sunscreen: Zinc Oxide & Titanium Dioxide, Broad Spectrum SPF 30, For Sensitive Skin",30.0,mineral,1230,2021-01-04,2023-09-06,32.0,sunscreen; spf; broad spectrum; sun protection; uva; uvb; zinc oxide; titanium dioxide; reef safe
B0C2DT1Z2N,4.3763676148796495,3.063457330415755,0.0,0.3529411764705882,0.571466221309161,0.03975925500774661,0.0008625646923519243,0.0007007007007006973,0.5096793277442843,0.11038272730173025,13.513513513513514,Australian Gold,"Australian Gold Botanical SPF 50 Tinted Sunscreen for Face, Non-Chemical BB Cream & Mineral Sunscreen,Water-Resistant,Matte Finish,For Sensitive Facial Skin,Rich to Deep Skin Tones, 3 FL Oz, Rich-Deep",50.0,mineral,2100,2020-02-27,2023-08-20,41.7,sunscreen; sunblock; spf; sun protection; zinc oxide; titanium dioxide
